_id,cenmigID,Run,Sample_Name,BioProject,BioSample,Experiment,Organism,Serovar,isolation_source,Collection_date,Center_Name,geo_loc,geo_loc_name_country,geo_loc_name_country_continent,sub_region,Assay_Type,LibrarySource,LibrarySelection,LibraryLayout,Platform,Instrument,host_disease_stage,lat_lon,host,host_disease,asm_acc,AMR_genotypes,ftp_path
619b3cc1570f24c02dcb82bd,SRR6347327,SRR6347327,MMMOSAM:66dcc8e8-b4a6-40ef-bfe0-5b71c5a575c2,PRJNA418899,SAMN08131662,SRX3444342,Staphylococcus aureus,,clinical sample,2008,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82be,SRR6347329,SRR6347329,MMMOSAM:5d3edbcb-39e0-40e4-ad83-300cb6338796,PRJNA418899,SAMN08131682,SRX3444340,Staphylococcus aureus,,clinical sample,2012,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82bf,SRR6347330,SRR6347330,MMMOSAM:75f476f9-3b9a-4721-aecf-67af705c2f90,PRJNA418899,SAMN08131627,SRX3444339,Staphylococcus aureus,,clinical sample,2008,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c0,SRR6347332,SRR6347332,MMMOSAM:44880188-68a0-4136-b722-7f419c204432,PRJNA418899,SAMN08131728,SRX3444337,Staphylococcus aureus,,clinical sample,2007,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c1,SRR6347331,SRR6347331,MMMOSAM:693bfa0c-c7bc-43fc-b91d-49b2a6011c9d,PRJNA418899,SAMN08131654,SRX3444338,Staphylococcus aureus,,clinical sample,2011,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c2,SRR6347334,SRR6347334,MMMOSAM:04d5fbc6-9a4b-4689-9afc-623b964013b2,PRJNA418899,SAMN08131864,SRX3444598,Staphylococcus aureus,,clinical sample,2008,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c3,SRR6347333,SRR6347333,MMMOSAM:cf1ffa54-c6aa-4bea-bf80-9f44ad30c1dd,PRJNA418899,SAMN08131452,SRX3444336,Staphylococcus aureus,,clinical sample,2008,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c4,SRR6347336,SRR6347336,MMMOSAM:e8523937-ed70-4711-8764-0014d058f6cc,PRJNA418899,SAMN08131395,SRX3444596,Staphylococcus aureus,,clinical sample,2012,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c5,SRR6347335,SRR6347335,MMMOSAM:b0d0942b-befc-4206-a184-f3743d829929,PRJNA418899,SAMN08131506,SRX3444597,Staphylococcus aureus,,clinical sample,2008,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c6,SRR6347337,SRR6347337,MMMOSAM:36b29851-845b-4bac-9151-697c07438da4,PRJNA418899,SAMN08131763,SRX3444595,Staphylococcus aureus,,clinical sample,2011,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c7,SRR6347339,SRR6347339,MMMOSAM:7c3b8b53-57e6-4b2b-84b7-3931de0a1b34,PRJNA418899,SAMN08131617,SRX3444593,Staphylococcus aureus,,clinical sample,2008,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c8,SRR6347340,SRR6347340,MMMOSAM:b0acfee8-08ac-4b3f-93ea-52933731970e,PRJNA418899,SAMN08131507,SRX3444592,Staphylococcus aureus,,clinical sample,2009,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82c9,SRR6347338,SRR6347338,MMMOSAM:60dbd3ca-4e34-4b45-b704-2b21e5f68516,PRJNA418899,SAMN08131676,SRX3444594,Staphylococcus aureus,,clinical sample,2008,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc1570f24c02dcb82ca,SRR6347341,SRR6347341,MMMOSAM:8dc1099b-feeb-4ecc-b286-2b81342506aa,PRJNA418899,SAMN08131579,SRX3444591,Staphylococcus aureus,,clinical sample,2012,MODMEDMICOXFORD,Cambodia; Asia,Cambodia,Asia,South-eastern Asia,WGS,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,Homo sapiens,,,,
619b3cc2570f24c02dcbab92,ERR017171,ERR017171,901245-sc-2010-05-07-8067SAMEA734757,PRJEB2096,SAMEA734757,ERX2008689,Staphylococcus aureus,not known,not known,9/8/2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbab93,ERR017172,ERR017172,901246-sc-2010-05-07-8066SAMEA734680,PRJEB2096,SAMEA734680,ERX2008680,Staphylococcus aureus,not known,not known,8/10/2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbab94,ERR017173,ERR017173,901247-sc-2010-05-07-8065SAMEA734681,PRJEB2096,SAMEA734681,ERX2008681,Staphylococcus aureus,not known,not known,10/9/2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbab95,ERR017174,ERR017174,901248-sc-2010-05-07-8064SAMEA734674,PRJEB2096,SAMEA734674,ERX2008682,Staphylococcus aureus,not known,not known,10/17/2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbab96,ERR017175,ERR017175,901249-sc-2010-05-07-8063SAMEA734675,PRJEB2096,SAMEA734675,ERX2008683,Staphylococcus aureus,not known,not known,10/22/2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbab9a,ERR017179,ERR017179,901244-sc-2010-05-07-8059SAMEA734679,PRJEB2096,SAMEA734679,ERX2008687,Staphylococcus aureus,not known,not known,4/19/2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbab9b,ERR017181,ERR017181,901243-sc-2010-05-07-8068SAMEA734758,PRJEB2096,SAMEA734758,ERX2008578,Staphylococcus aureus,not known,not known,1/21/2004,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac47,ERR030146,ERR030146,DB058737_03-sc-2010-10-19-990794SAMEA800236,PRJEB2295,SAMEA800236,ERX1998135,Staphylococcus aureus,,not known,2003,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac48,ERR030147,ERR030147,B12691_05-sc-2010-10-19-990803SAMEA800180,PRJEB2295,SAMEA800180,ERX1998144,Staphylococcus aureus,,not known,2005,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac49,ERR030148,ERR030148,6031847077_06-sc-2010-10-19-990804SAMEA800179,PRJEB2295,SAMEA800179,ERX1998145,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac4a,ERR030149,ERR030149,7040992198_07-sc-2010-10-19-990805SAMEA800182,PRJEB2295,SAMEA800182,ERX1998146,Staphylococcus aureus,,not known,2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac4b,ERR030150,ERR030150,DM018348_03-sc-2010-10-19-990795SAMEA800302,PRJEB2295,SAMEA800302,ERX1998136,Staphylococcus aureus,,not known,2003,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac4c,ERR030151,ERR030151,DB063414_03-sc-2010-10-19-990796SAMEA800303,PRJEB2295,SAMEA800303,ERX1998137,Staphylococcus aureus,,not known,2003,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac4d,ERR030152,ERR030152,B11318_05-sc-2010-10-19-990797SAMEA800304,PRJEB2295,SAMEA800304,ERX1998138,Staphylococcus aureus,,not known,2005,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac4e,ERR030153,ERR030153,6032049320_06-sc-2010-10-19-990798SAMEA800305,PRJEB2295,SAMEA800305,ERX1998139,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac4f,ERR030154,ERR030154,7013068122_07-sc-2010-10-19-990799SAMEA800296,PRJEB2295,SAMEA800296,ERX1998140,Staphylococcus aureus,,not known,2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac50,ERR030156,ERR030156,9021182716_09-sc-2010-10-19-990801SAMEA800178,PRJEB2295,SAMEA800178,ERX1998142,Staphylococcus aureus,,not known,2009,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac51,ERR030157,ERR030157,0043716978_10-sc-2010-10-19-990802SAMEA800177,PRJEB2295,SAMEA800177,ERX1998143,Staphylococcus aureus,,not known,2010,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac52,ERR030155,ERR030155,8011775603_08-sc-2010-10-19-990800SAMEA800297,PRJEB2295,SAMEA800297,ERX1998141,Staphylococcus aureus,,not known,2008,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac53,ERR030159,ERR030159,8031866998_08-sc-2010-10-19-990806SAMEA800181,PRJEB2295,SAMEA800181,ERX1998100,Staphylococcus aureus,,not known,2008,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac54,ERR030160,ERR030160,B11661_05-sc-2010-10-19-990815SAMEA800214,PRJEB2295,SAMEA800214,ERX1998109,Staphylococcus aureus,,not known,2005,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac55,ERR030161,ERR030161,6052954682_06-sc-2010-10-19-990816SAMEA800217,PRJEB2295,SAMEA800217,ERX1998110,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac56,ERR030162,ERR030162,7080728144_07-sc-2010-10-19-990817SAMEA800218,PRJEB2295,SAMEA800218,ERX1998111,Staphylococcus aureus,,not known,2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac57,ERR030164,ERR030164,00537252560_10-sc-2010-10-19-990808SAMEA800212,PRJEB2295,SAMEA800212,ERX1998102,Staphylococcus aureus,,not known,2010,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac58,ERR030163,ERR030163,9033204361_09-sc-2010-10-19-990807SAMEA800184,PRJEB2295,SAMEA800184,ERX1998101,Staphylococcus aureus,,not known,2009,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac59,ERR030165,ERR030165,510315410_05-sc-2010-10-19-990809SAMEA800209,PRJEB2295,SAMEA800209,ERX1998103,Staphylococcus aureus,,not known,2005,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac5a,ERR030166,ERR030166,6051128445_06-sc-2010-10-19-990810SAMEA800183,PRJEB2295,SAMEA800183,ERX1998104,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac5b,ERR030167,ERR030167,7052891908_07-sc-2010-10-19-990811SAMEA800186,PRJEB2295,SAMEA800186,ERX1998105,Staphylococcus aureus,,not known,2008,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac5c,ERR030168,ERR030168,8053087228_08-sc-2010-10-19-990812SAMEA800185,PRJEB2295,SAMEA800185,ERX1998106,Staphylococcus aureus,,not known,2008,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac5d,ERR030169,ERR030169,9050042903_09-sc-2010-10-19-990813SAMEA800211,PRJEB2295,SAMEA800211,ERX1998107,Staphylococcus aureus,,not known,2009,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac5e,ERR030170,ERR030170,0060306746_10-sc-2010-10-19-990814SAMEA800213,PRJEB2295,SAMEA800213,ERX1998108,Staphylococcus aureus,,not known,2010,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac5f,ERR030173,ERR030173,6102297266_06-sc-2010-10-19-990827SAMEA800382,PRJEB2295,SAMEA800382,ERX1998097,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac60,ERR030172,ERR030172,8072076845_08-sc-2010-10-19-990818SAMEA800210,PRJEB2295,SAMEA800210,ERX1998088,Staphylococcus aureus,,not known,2008,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac61,ERR030174,ERR030174,8120236369_08-sc-2010-10-19-990828SAMEA800381,PRJEB2295,SAMEA800381,ERX1998098,Staphylococcus aureus,,not known,2008,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac62,ERR030176,ERR030176,9073350043_09-sc-2010-10-19-990819SAMEA800215,PRJEB2295,SAMEA800215,ERX1998089,Staphylococcus aureus,,not known,2009,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac63,ERR030175,ERR030175,9093428285_09-sc-2010-10-19-990829SAMEA800386,PRJEB2295,SAMEA800386,ERX1998099,Staphylococcus aureus,,not known,2009,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac64,ERR030177,ERR030177,0080344437_10-sc-2010-10-19-990820SAMEA800216,PRJEB2295,SAMEA800216,ERX1998090,Staphylococcus aureus,,not known,2010,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac65,ERR030178,ERR030178,5122731095_05-sc-2010-10-19-990821SAMEA800379,PRJEB2295,SAMEA800379,ERX1998091,Staphylococcus aureus,,not known,2005,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac66,ERR030179,ERR030179,6092147043_06-sc-2010-10-19-990822SAMEA800378,PRJEB2295,SAMEA800378,ERX1998092,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac67,ERR030180,ERR030180,7122336481_07-sc-2010-10-19-990823SAMEA800377,PRJEB2295,SAMEA800377,ERX1998093,Staphylococcus aureus,,not known,2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac68,ERR030181,ERR030181,8092603733_08-sc-2010-10-19-990824SAMEA800384,PRJEB2295,SAMEA800384,ERX1998094,Staphylococcus aureus,,not known,2008,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac69,ERR030182,ERR030182,9093428285_09-sc-2010-10-19-990825SAMEA800383,PRJEB2295,SAMEA800383,ERX1998095,Staphylococcus aureus,,not known,2009,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac6a,ERR030183,ERR030183,0083882875_10-sc-2010-10-19-990826SAMEA800380,PRJEB2295,SAMEA800380,ERX1998096,Staphylococcus aureus,,not known,2010,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac6b,ERR030185,ERR030185,0080346266_10-sc-2010-10-19-990830SAMEA800385,PRJEB2295,SAMEA800385,ERX1998112,Staphylococcus aureus,,not known,2010,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac6c,ERR030186,ERR030186,DB057108_00-sc-2010-10-19-990839SAMEA800207,PRJEB2295,SAMEA800207,ERX1998121,Staphylococcus aureus,,not known,2000,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac6d,ERR030188,ERR030188,DM008437_05-sc-2010-10-19-990841SAMEA800334,PRJEB2295,SAMEA800334,ERX1998123,Staphylococcus aureus,,not known,2005,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac6e,ERR030187,ERR030187,DB058245_00-sc-2010-10-19-990840SAMEA800335,PRJEB2295,SAMEA800335,ERX1998122,Staphylococcus aureus,,not known,2000,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac6f,ERR030190,ERR030190,DB065502_03-sc-2010-10-19-990832SAMEA800204,PRJEB2295,SAMEA800204,ERX1998114,Staphylococcus aureus,,not known,2003,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac70,ERR030189,ERR030189,DB062043_03-sc-2010-10-19-990831SAMEA800203,PRJEB2295,SAMEA800203,ERX1998113,Staphylococcus aureus,,not known,2003,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac71,ERR030191,ERR030191,DM020975_00-sc-2010-10-19-990833SAMEA800205,PRJEB2295,SAMEA800205,ERX1998115,Staphylococcus aureus,,not known,2000,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac72,ERR030192,ERR030192,DB001858_06-sc-2010-10-19-990834SAMEA800206,PRJEB2295,SAMEA800206,ERX1998116,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac73,ERR030194,ERR030194,DX0254_06-sc-2010-10-19-990836SAMEA800200,PRJEB2295,SAMEA800200,ERX1998118,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac74,ERR030193,ERR030193,DB005607_06-sc-2010-10-19-990835SAMEA800199,PRJEB2295,SAMEA800199,ERX1998117,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac75,ERR030195,ERR030195,DB10089_06-sc-2010-10-19-990837SAMEA800201,PRJEB2295,SAMEA800201,ERX1998119,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac76,ERR030196,ERR030196,DX0441_06-sc-2010-10-19-990838SAMEA800202,PRJEB2295,SAMEA800202,ERX1998120,Staphylococcus aureus,,not known,2006,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac77,ERR030198,ERR030198,DM014360_04-sc-2010-10-19-990842SAMEA800208,PRJEB2295,SAMEA800208,ERX1998158,Staphylococcus aureus,,not known,2004,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac78,ERR030200,ERR030200,DR005123_07-sc-2010-10-19-990852SAMEA800360,PRJEB2295,SAMEA800360,ERX1998168,Staphylococcus aureus,,not known,2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac79,ERR030199,ERR030199,DR004994_07-sc-2010-10-19-990851SAMEA800325,PRJEB2295,SAMEA800325,ERX1998167,Staphylococcus aureus,,not known,2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac7a,ERR030201,ERR030201,DR015686_07-sc-2010-10-19-990853SAMEA800357,PRJEB2295,SAMEA800357,ERX1998169,Staphylococcus aureus,,not known,2007,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
619b3cc2570f24c02dcbac7b,ERR030202,ERR030202,DB037404_04-sc-2010-10-19-990843SAMEA800333,PRJEB2295,SAMEA800333,ERX1998159,Staphylococcus aureus,,not known,2004,SC,Singapore; Asia,Singapore,Asia,South-eastern Asia,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer II,,,,,,,
